,Conditions,DateUTC<br />,Dew PointC,Events,Gust SpeedKm/h,Humidity,Precipitationmm,Sea Level PressurehPa,TemperatureC,TimeEDT,TimeEST,VisibilityKm,Wind Direction,Wind SpeedKm/h,WindDirDegrees
2,Overcast,2014-05-09 05:51:00<br />,11.7,,-,90.0,,1021.3,13.3,1:51 AM,,6.4,Variable,9.3,0
3,Light Rain,2014-05-09 06:51:00<br />,11.7,Rain,-,90.0,0.0,1021.1,13.3,2:51 AM,,9.7,Calm,Calm,0
4,Heavy Rain,2014-05-09 07:25:00<br />,11.7,Rain,-,93.0,0.04,1020.9,12.8,3:25 AM,,2.8,SSE,7.4,150
5,Overcast,2014-05-09 07:39:00<br />,11.7,,-,93.0,0.04,1020.5,12.8,3:39 AM,,3.2,Calm,Calm,0
6,Overcast,2014-05-09 07:51:00<br />,11.7,,-,93.0,0.04,1019.6,12.8,3:51 AM,,4.0,Calm,Calm,0
7,Overcast,2014-05-09 08:07:00<br />,11.7,,-,90.0,,1021.2,13.3,4:07 AM,,4.8,Variable,5.6,0
8,Overcast,2014-05-09 08:40:00<br />,11.7,,-,93.0,,1021.6,12.8,4:40 AM,,2.8,NE,5.6,50
9,Overcast,2014-05-09 08:51:00<br />,11.7,,-,93.0,,1020.5,12.8,4:51 AM,,2.8,Calm,Calm,0
10,Overcast,2014-05-09 09:51:00<br />,11.7,,-,90.0,,1020.4,13.3,5:51 AM,,2.0,ESE,5.6,110
11,Overcast,2014-05-09 10:51:00<br />,11.7,,-,93.0,,1022.0,12.8,6:51 AM,,2.8,NNE,14.8,20
12,Overcast,2014-05-09 11:34:00<br />,11.7,,-,90.0,,1021.9,13.3,7:34 AM,,1.6,SE,9.3,140
13,Overcast,2014-05-09 11:51:00<br />,11.7,,-,93.0,,1021.7,12.8,7:51 AM,,2.0,East,13.0,80
14,Overcast,2014-05-09 12:35:00<br />,11.7,,25.9,90.0,,1023.2,13.3,8:35 AM,,3.2,ENE,11.1,60
15,Overcast,2014-05-09 12:51:00<br />,11.7,,-,90.0,,1022.2,13.3,8:51 AM,,4.0,Variable,11.1,0
16,Overcast,2014-05-09 13:09:00<br />,12.2,,-,93.0,,1022.2,13.3,9:09 AM,,4.8,Calm,Calm,0
17,Overcast,2014-05-09 13:16:00<br />,12.2,,-,93.0,,1022.2,13.3,9:16 AM,,6.4,East,9.3,100
18,Overcast,2014-05-09 13:51:00<br />,12.8,,-,87.0,,1021.5,15.0,9:51 AM,,6.4,Calm,Calm,0
19,Haze,2014-05-09 14:51:00<br />,12.8,,-,83.0,,1021.9,15.6,10:51 AM,,6.4,Variable,7.4,0
20,Overcast,2014-05-09 15:42:00<br />,12.8,,-,87.0,,1022.6,15.0,11:42 AM,,4.0,Calm,Calm,0
21,Overcast,2014-05-09 15:51:00<br />,12.8,,-,87.0,,1021.3,15.0,11:51 AM,,4.8,SE,11.1,130
22,Overcast,2014-05-09 16:10:00<br />,13.3,,-,90.0,,1022.2,15.0,12:10 PM,,3.2,Calm,Calm,0
23,Overcast,2014-05-09 16:47:00<br />,14.0,,-,88.0,,1021.9,16.0,12:47 PM,,4.8,South,7.4,180
24,Overcast,2014-05-09 16:51:00<br />,13.9,,-,90.0,,1020.9,15.6,12:51 PM,,4.0,Variable,5.6,0
25,Overcast,2014-05-09 17:07:00<br />,13.9,,-,87.0,,1021.9,16.1,1:07 PM,,4.8,Calm,Calm,0
26,Overcast,2014-05-09 17:51:00<br />,14.4,,-,86.0,,1020.5,16.7,1:51 PM,,4.8,East,7.4,90
27,Overcast,2014-05-09 18:51:00<br />,13.3,,-,86.0,,1020.0,15.6,2:51 PM,,6.4,Calm,Calm,0
28,Haze,2014-05-09 19:35:00<br />,13.3,,-,83.0,,1020.2,16.1,3:35 PM,,8.0,Calm,Calm,0
29,Haze,2014-05-09 19:51:00<br />,13.3,,-,83.0,,1019.2,16.1,3:51 PM,,8.0,Variable,5.6,0
30,Haze,2014-05-09 20:51:00<br />,13.9,,-,84.0,,1018.6,16.7,4:51 PM,,8.0,Variable,5.6,0
31,Overcast,2014-05-09 21:43:00<br />,15.0,,-,90.0,,1019.5,16.7,5:43 PM,,4.0,Calm,Calm,0
32,Overcast,2014-05-09 21:51:00<br />,15.0,,-,90.0,,1018.6,16.7,5:51 PM,,4.0,Calm,Calm,0
33,Overcast,2014-05-09 22:49:00<br />,15.0,,-,88.0,,1019.2,17.0,6:49 PM,,4.8,North,-9999.0,0
34,Overcast,2014-05-09 22:51:00<br />,15.0,,-,90.0,,1018.3,16.7,6:51 PM,,4.8,Variable,7.4,0
35,Overcast,2014-05-09 23:09:00<br />,15.0,,-,90.0,,1019.2,16.7,7:09 PM,,2.8,Calm,Calm,0
36,Overcast,2014-05-09 23:51:00<br />,15.6,,-,93.0,,1018.0,16.7,7:51 PM,,2.0,Calm,Calm,0
37,Overcast,2014-05-10 00:02:00<br />,15.6,,-,93.0,,1018.8,16.7,8:02 PM,,4.8,Calm,Calm,0
38,Overcast,2014-05-10 00:51:00<br />,15.6,,-,93.0,,1017.7,16.7,8:51 PM,,6.4,Variable,7.4,0
39,Overcast,2014-05-10 01:51:00<br />,15.6,,-,93.0,,1017.2,16.7,9:51 PM,,3.2,North,-9999.0,0
40,Overcast,2014-05-10 02:12:00<br />,15.6,,-,93.0,,1017.8,16.7,10:12 PM,,4.8,SE,7.4,140
41,Overcast,2014-05-10 02:30:00<br />,15.6,,-,93.0,,1017.8,16.7,10:30 PM,,4.0,Calm,Calm,0
42,Overcast,2014-05-10 02:51:00<br />,15.6,,-,93.0,,1017.3,16.7,10:51 PM,,3.2,Calm,Calm,0
43,Overcast,2014-05-10 03:02:00<br />,15.6,,-,90.0,,1017.8,17.2,11:02 PM,,6.4,Calm,Calm,0
44,Overcast,2014-05-10 03:18:00<br />,16.1,,-,93.0,,1017.5,17.2,11:18 PM,,4.8,SSW,5.6,200
45,Overcast,2014-05-10 03:29:00<br />,15.6,,-,93.0,,1017.2,16.7,11:29 PM,,3.2,Calm,Calm,0
46,Overcast,2014-05-10 03:46:00<br />,16.0,,-,94.0,,1017.2,17.0,11:46 PM,,2.4,North,-9999.0,0
47,Overcast,2014-05-10 03:51:00<br />,15.6,,-,93.0,,1016.0,16.7,11:51 PM,,2.8,Variable,5.6,0
0,Overcast,2014-05-10 04:51:00<br />,15.0,,-,93.0,,1015.1,16.1,12:51 AM,,1.6,SSE,7.4,150
1,Overcast,2014-05-10 05:00:00<br />,15.0,,-,93.0,,1015.5,16.1,1:00 AM,,1.2,Calm,Calm,0
2,Overcast,2014-05-10 05:40:00<br />,14.4,,-,93.0,,1014.8,15.6,1:40 AM,,1.6,Variable,7.4,0
3,Overcast,2014-05-10 05:51:00<br />,14.4,,-,93.0,,1013.8,15.6,1:51 AM,,1.6,Calm,Calm,0
4,Overcast,2014-05-10 05:58:00<br />,14.4,,-,96.0,,1014.4,15.0,1:58 AM,,1.2,South,5.6,180
5,Overcast,2014-05-10 06:51:00<br />,13.3,,-,93.0,,1013.3,14.4,2:51 AM,,1.2,Calm,Calm,0
6,Overcast,2014-05-10 07:13:00<br />,13.3,,-,96.0,,1013.8,13.9,3:13 AM,,1.6,South,9.3,180
7,Overcast,2014-05-10 07:51:00<br />,13.3,,-,96.0,,1013.2,13.9,3:51 AM,,2.0,Calm,Calm,0
8,Overcast,2014-05-10 08:35:00<br />,13.3,,-,93.0,,1013.8,14.4,4:35 AM,,2.0,Calm,Calm,0
9,Overcast,2014-05-10 08:51:00<br />,13.3,,-,93.0,,1012.8,14.4,4:51 AM,,1.6,Calm,Calm,0
10,Overcast,2014-05-10 09:30:00<br />,13.9,,-,93.0,,1013.4,15.0,5:30 AM,,4.8,Calm,Calm,0
11,Overcast,2014-05-10 09:41:00<br />,14.4,,-,96.0,,1013.4,15.0,5:41 AM,,4.0,WSW,7.4,240
12,Overcast,2014-05-10 09:51:00<br />,14.4,,-,93.0,,1012.7,15.6,5:51 AM,,6.4,Calm,Calm,0
13,Overcast,2014-05-10 10:11:00<br />,14.4,,-,93.0,,1013.4,15.6,6:11 AM,,4.0,Calm,Calm,0
14,Overcast,2014-05-10 10:20:00<br />,14.4,,-,93.0,,1013.8,15.6,6:20 AM,,2.8,Calm,Calm,0
15,Overcast,2014-05-10 10:29:00<br />,14.4,,-,93.0,,1013.8,15.6,6:29 AM,,3.2,Calm,Calm,0
16,Overcast,2014-05-10 10:51:00<br />,14.4,,-,93.0,,1013.3,15.6,6:51 AM,,3.2,Variable,5.6,0
17,Overcast,2014-05-10 11:06:00<br />,14.4,,-,93.0,,1014.1,15.6,7:06 AM,,4.8,WSW,5.6,250
18,Overcast,2014-05-10 11:15:00<br />,15.0,,-,96.0,,1014.1,15.6,7:15 AM,,3.2,West,7.4,260
19,Overcast,2014-05-10 11:23:00<br />,15.0,,-,96.0,,1014.4,15.6,7:23 AM,,3.2,Variable,5.6,0
20,Overcast,2014-05-10 11:41:00<br />,14.4,,-,90.0,,1014.4,16.1,7:41 AM,,4.8,WSW,9.3,240
21,Overcast,2014-05-10 11:51:00<br />,15.0,,-,93.0,,1013.4,16.1,7:51 AM,,4.8,Variable,7.4,0
22,Overcast,2014-05-10 12:18:00<br />,15.6,,-,93.0,,1014.1,16.7,8:18 AM,,4.8,Variable,5.6,0
23,Overcast,2014-05-10 12:51:00<br />,15.6,,-,90.0,,1013.7,17.2,8:51 AM,,6.4,Variable,7.4,0
24,Overcast,2014-05-10 13:51:00<br />,16.1,,-,87.0,,1013.6,18.3,9:51 AM,,6.4,Variable,7.4,0
25,Haze,2014-05-10 14:24:00<br />,16.7,,27.8,81.0,,1014.4,20.0,10:24 AM,,6.4,West,11.1,260
26,Haze,2014-05-10 14:51:00<br />,16.7,,-,76.0,,1013.3,21.1,10:51 AM,,8.0,West,14.8,260
27,Clear,2014-05-10 15:51:00<br />,16.7,,-,64.0,,1013.0,23.9,11:51 AM,,11.3,West,7.4,260
28,Clear,2014-05-10 16:51:00<br />,17.2,,-,56.0,,1012.5,26.7,12:51 PM,,14.5,North,-9999.0,0
29,Partly Cloudy,2014-05-10 17:51:00<br />,16.7,,-,51.0,,1011.3,27.8,1:51 PM,,14.5,Calm,Calm,0
30,Light Rain,2014-05-10 18:51:00<br />,17.2,Rain,-,71.0,0.02,1010.4,22.8,2:51 PM,,6.4,WSW,14.8,240
31,Clear,2014-05-10 19:51:00<br />,16.7,,-,62.0,0.01,1010.6,24.4,3:51 PM,,16.1,Variable,7.4,0
32,Light Rain,2014-05-10 20:35:00<br />,18.3,Rain,-,84.0,0.02,1010.7,21.1,4:35 PM,,3.2,Variable,7.4,0
33,Light Rain,2014-05-10 20:44:00<br />,18.3,Rain,-,84.0,0.02,1010.7,21.1,4:44 PM,,11.3,Variable,5.6,0
34,Light Rain,2014-05-10 20:51:00<br />,17.8,Rain,-,84.0,0.02,1009.9,20.6,4:51 PM,,12.9,Variable,5.6,0
35,Rain,2014-05-10 21:06:00<br />,16.1,Rain,37.0,84.0,0.01,1011.4,18.9,5:06 PM,,2.8,Variable,9.3,0
36,Heavy Rain,2014-05-10 21:15:00<br />,16.1,Fog-Rain,44.4,87.0,0.21,1010.7,18.3,5:15 PM,,0.4,Variable,5.6,0
37,Mostly Cloudy,2014-05-10 21:23:00<br />,17.2,,-,93.0,0.25,1010.7,18.3,5:23 PM,,4.8,South,5.6,190
38,Light Rain,2014-05-10 21:51:00<br />,18.3,Rain,-,93.0,0.26,1010.7,19.4,5:51 PM,,6.4,Variable,9.3,0
39,Scattered Clouds,2014-05-10 22:51:00<br />,16.1,,-,75.0,0.0,1010.5,20.6,6:51 PM,,16.1,Variable,11.1,0
40,Partly Cloudy,2014-05-10 23:51:00<br />,15.6,,-,73.0,,1011.1,20.6,7:51 PM,,16.1,Variable,11.1,0
41,Mostly Cloudy,2014-05-11 00:51:00<br />,15.0,,-,73.0,,1011.5,20.0,8:51 PM,,16.1,Variable,9.3,0
42,Partly Cloudy,2014-05-11 01:51:00<br />,13.9,,27.8,68.0,,1011.9,20.0,9:51 PM,,16.1,WSW,16.7,250
43,Scattered Clouds,2014-05-11 02:51:00<br />,14.4,,-,70.0,,1011.9,20.0,10:51 PM,,16.1,WSW,11.1,250
44,Light Rain,2014-05-11 03:51:00<br />,15.6,Rain,-,81.0,0.0,1011.9,18.9,11:51 PM,,16.1,Variable,11.1,0
0,Light Rain,2014-05-11 04:51:00<br />,15.6,Rain,-,87.0,0.05,1011.8,17.8,12:51 AM,,9.7,WSW,9.3,250
1,Scattered Clouds,2014-05-11 05:51:00<br />,15.6,,-,90.0,0.02,1011.5,17.2,1:51 AM,,16.1,Variable,5.6,0
2,Rain,2014-05-11 06:51:00<br />,15.6,Rain,-,90.0,0.0,1012.3,17.2,2:51 AM,,6.4,Variable,7.4,0
3,Partly Cloudy,2014-05-11 07:51:00<br />,13.9,,-,81.0,0.02,1012.9,17.2,3:51 AM,,16.1,Variable,5.6,0
4,Clear,2014-05-11 08:51:00<br />,9.4,,-,60.0,,1013.8,17.2,4:51 AM,,16.1,Variable,9.3,0
5,Clear,2014-05-11 09:51:00<br />,7.8,,-,58.0,,1014.3,16.1,5:51 AM,,16.1,North,-9999.0,0
6,Clear,2014-05-11 10:51:00<br />,5.6,,-,50.0,,1015.8,16.1,6:51 AM,,16.1,West,9.3,270
7,Clear,2014-05-11 11:51:00<br />,6.1,,-,48.0,,1016.8,17.2,7:51 AM,,16.1,WNW,7.4,300
8,Clear,2014-05-11 12:51:00<br />,5.6,,-,43.0,,1017.5,18.3,8:51 AM,,16.1,Variable,5.6,0
9,Clear,2014-05-11 13:51:00<br />,5.0,,-,37.0,,1017.4,20.0,9:51 AM,,16.1,WNW,9.3,300
10,Clear,2014-05-11 14:51:00<br />,4.4,,-,31.0,,1017.3,22.2,10:51 AM,,16.1,North,-9999.0,0
11,Clear,2014-05-11 15:51:00<br />,5.6,,-,32.0,,1017.6,23.3,11:51 AM,,16.1,North,-9999.0,0
12,Clear,2014-05-11 16:51:00<br />,5.0,,-,27.0,,1017.4,25.6,12:51 PM,,16.1,Calm,Calm,0
13,Clear,2014-05-11 17:51:00<br />,5.0,,-,27.0,,1017.0,25.6,1:51 PM,,16.1,Calm,Calm,0
14,Clear,2014-05-11 18:51:00<br />,3.3,,-,23.0,,1016.5,26.1,2:51 PM,,16.1,Variable,11.1,0
15,Clear,2014-05-11 19:51:00<br />,3.3,,-,21.0,,1016.1,27.2,3:51 PM,,16.1,North,-9999.0,0
16,Clear,2014-05-11 20:51:00<br />,2.8,,-,21.0,,1015.8,26.7,4:51 PM,,16.1,West,13.0,280
17,Clear,2014-05-11 21:51:00<br />,1.7,,-,20.0,,1016.0,26.7,5:51 PM,,16.1,Variable,7.4,0
18,Clear,2014-05-11 22:51:00<br />,1.1,,-,20.0,,1016.2,26.1,6:51 PM,,16.1,Calm,Calm,0
19,Clear,2014-05-11 23:51:00<br />,0.0,,-,19.0,,1017.0,25.0,7:51 PM,,16.1,Calm,Calm,0
20,Clear,2014-05-12 00:51:00<br />,1.1,,-,24.0,,1017.8,22.8,8:51 PM,,16.1,Calm,Calm,0
21,Clear,2014-05-12 01:51:00<br />,4.4,,-,29.0,,1018.4,23.3,9:51 PM,,16.1,West,5.6,280
22,Clear,2014-05-12 02:51:00<br />,5.0,,-,34.0,,1018.3,21.7,10:51 PM,,16.1,Calm,Calm,0
23,Clear,2014-05-12 03:51:00<br />,6.7,,-,38.0,,1018.5,21.7,11:51 PM,,16.1,Calm,Calm,0
0,Clear,2014-05-12 04:51:00<br />,7.2,,-,42.0,,1018.6,20.6,12:51 AM,,16.1,WSW,5.6,240
1,Clear,2014-05-12 05:51:00<br />,7.8,,-,44.0,,1018.8,20.6,1:51 AM,,16.1,WSW,5.6,240
2,Clear,2014-05-12 06:51:00<br />,7.8,,-,45.0,,1018.3,20.0,2:51 AM,,16.1,Variable,7.4,0
3,Clear,2014-05-12 07:51:00<br />,7.8,,-,47.0,,1018.9,19.4,3:51 AM,,16.1,West,7.4,260
4,Clear,2014-05-12 08:51:00<br />,7.8,,-,50.0,,1018.7,18.3,4:51 AM,,16.1,Calm,Calm,0
5,Clear,2014-05-12 09:51:00<br />,7.8,,-,50.0,,1018.8,18.3,5:51 AM,,16.1,Calm,Calm,0
6,Clear,2014-05-12 10:51:00<br />,8.9,,-,51.0,,1019.7,19.4,6:51 AM,,16.1,Calm,Calm,0
7,Clear,2014-05-12 11:51:00<br />,9.4,,-,52.0,,1019.7,19.4,7:51 AM,,16.1,Calm,Calm,0
8,Clear,2014-05-12 12:51:00<br />,9.4,,-,44.0,,1019.9,22.2,8:51 AM,,16.1,Calm,Calm,0
9,Clear,2014-05-12 13:51:00<br />,9.4,,-,41.0,,1019.9,23.3,9:51 AM,,16.1,Variable,7.4,0
10,Clear,2014-05-12 14:51:00<br />,10.6,,-,38.0,,1019.6,26.1,10:51 AM,,16.1,Calm,Calm,0
11,Clear,2014-05-12 15:51:00<br />,11.7,,-,38.0,,1019.2,27.2,11:51 AM,,16.1,Calm,Calm,0
12,Partly Cloudy,2014-05-12 16:51:00<br />,12.8,,-,37.0,,1018.5,28.9,12:51 PM,,16.1,Variable,5.6,0
13,Partly Cloudy,2014-05-12 17:51:00<br />,13.3,,-,42.0,,1018.1,27.2,1:51 PM,,16.1,Variable,11.1,0
14,Mostly Cloudy,2014-05-12 18:51:00<br />,13.9,,-,42.0,,1017.7,27.8,2:51 PM,,16.1,North,-9999.0,0
15,Mostly Cloudy,2014-05-12 19:51:00<br />,13.9,,-,47.0,,1017.1,26.1,3:51 PM,,16.1,South,9.3,180
16,Overcast,2014-05-12 20:51:00<br />,13.9,,-,47.0,,1016.7,26.1,4:51 PM,,16.1,Calm,Calm,0
17,Overcast,2014-05-12 21:51:00<br />,13.9,,-,48.0,,1016.9,25.6,5:51 PM,,16.1,South,7.4,180
18,Overcast,2014-05-12 22:51:00<br />,13.3,,-,46.0,,1016.9,25.6,6:51 PM,,16.1,Calm,Calm,0
19,Mostly Cloudy,2014-05-12 23:51:00<br />,13.3,,-,46.0,,1016.9,25.6,7:51 PM,,16.1,Calm,Calm,0
20,Overcast,2014-05-13 00:51:00<br />,14.4,,-,54.0,,1017.2,24.4,8:51 PM,,16.1,Calm,Calm,0
21,Clear,2014-05-13 01:51:00<br />,13.9,,-,52.0,,1017.2,24.4,9:51 PM,,16.1,Calm,Calm,0
22,Clear,2014-05-13 02:51:00<br />,14.4,,-,55.0,,1017.5,23.9,10:51 PM,,16.1,West,5.6,260
23,Clear,2014-05-13 03:51:00<br />,15.0,,-,57.0,,1017.0,23.9,11:51 PM,,16.1,Calm,Calm,0
0,Clear,2014-05-13 04:51:00<br />,15.0,,-,61.0,,1017.1,22.8,12:51 AM,,16.1,Calm,Calm,0
1,Clear,2014-05-13 05:51:00<br />,15.6,,-,66.0,,1017.0,22.2,1:51 AM,,16.1,Calm,Calm,0
2,Clear,2014-05-13 06:51:00<br />,16.1,,-,70.0,,1016.3,21.7,2:51 AM,,16.1,Calm,Calm,0
3,Clear,2014-05-13 07:51:00<br />,16.1,,-,75.0,,1016.5,20.6,3:51 AM,,14.5,WNW,5.6,290
4,Clear,2014-05-13 08:51:00<br />,16.1,,-,75.0,,1017.4,20.6,4:51 AM,,12.9,Calm,Calm,0
5,Haze,2014-05-13 09:51:00<br />,16.1,,40.7,78.0,,1018.8,20.0,5:51 AM,,8.0,ENE,18.5,70
6,Mostly Cloudy,2014-05-13 10:51:00<br />,8.3,,44.4,60.0,,1020.4,16.1,6:51 AM,,14.5,ENE,22.2,70
7,Scattered Clouds,2014-05-13 11:51:00<br />,6.7,,37.0,55.0,,1021.2,15.6,7:51 AM,,16.1,East,16.7,100
8,Clear,2014-05-13 12:51:00<br />,6.0,,33.3,52.0,,1023.2,16.0,8:51 AM,,16.1,East,20.4,100
9,Clear,2014-05-13 13:51:00<br />,5.6,,44.4,48.0,,1023.0,16.7,9:51 AM,,16.1,ENE,25.9,70
10,Clear,2014-05-13 14:51:00<br />,5.0,,35.2,43.0,,1023.1,17.8,10:51 AM,,16.1,ENE,18.5,60
11,Clear,2014-05-13 15:51:00<br />,6.0,,-,43.0,,1023.9,19.0,11:51 AM,,16.1,East,11.1,80
12,Clear,2014-05-13 16:51:00<br />,5.6,,-,38.0,,1023.2,20.6,12:51 PM,,16.1,ENE,9.3,60
13,Clear,2014-05-13 17:51:00<br />,5.6,,-,35.0,,1023.1,21.7,1:51 PM,,16.1,East,13.0,80
14,Clear,2014-05-13 18:51:00<br />,5.6,,-,38.0,,1023.0,20.6,2:51 PM,,16.1,Variable,9.3,0
15,Clear,2014-05-13 19:51:00<br />,5.0,,-,36.0,,1022.9,20.6,3:51 PM,,16.1,ESE,13.0,110
16,Clear,2014-05-13 20:51:00<br />,5.6,,-,36.0,,1023.2,21.1,4:51 PM,,16.1,East,9.3,100
17,Clear,2014-05-13 21:51:00<br />,5.0,,-,36.0,,1023.0,20.6,5:51 PM,,16.1,East,13.0,90
18,Clear,2014-05-13 22:51:00<br />,5.0,,-,40.0,,1023.2,18.9,6:51 PM,,16.1,Variable,9.3,0
19,Clear,2014-05-13 23:51:00<br />,5.0,,-,48.0,,1024.4,16.1,7:51 PM,,16.1,Variable,9.3,0
20,Clear,2014-05-14 00:51:00<br />,5.6,,-,56.0,,1024.8,14.4,8:51 PM,,16.1,Variable,7.4,0
21,Clear,2014-05-14 01:51:00<br />,6.1,,-,62.0,,1025.3,13.3,9:51 PM,,16.1,Variable,7.4,0
22,Clear,2014-05-14 02:51:00<br />,6.7,,-,67.0,,1025.6,12.8,10:51 PM,,16.1,SSE,13.0,150
23,Clear,2014-05-14 03:51:00<br />,6.1,,-,66.0,,1025.8,12.2,11:51 PM,,16.1,SSE,11.1,150
0,Clear,2014-05-14 04:51:00<br />,5.6,,-,66.0,,1025.5,11.7,12:51 AM,,16.1,Variable,11.1,0
1,Clear,2014-05-14 05:51:00<br />,5.6,,-,66.0,,1025.2,11.7,1:51 AM,,16.1,Variable,11.1,0
2,Clear,2014-05-14 06:51:00<br />,5.6,,-,66.0,,1024.6,11.7,2:51 AM,,16.1,Variable,9.3,0
3,Partly Cloudy,2014-05-14 07:51:00<br />,6.1,,-,71.0,,1024.8,11.1,3:51 AM,,16.1,Variable,5.6,0
4,Mostly Cloudy,2014-05-14 08:04:00<br />,6.7,,-,74.0,,1025.6,11.1,4:04 AM,,16.1,East,7.4,80
5,Overcast,2014-05-14 08:51:00<br />,6.7,,-,74.0,,1025.5,11.1,4:51 AM,,16.1,ENE,11.1,60
6,Overcast,2014-05-14 09:51:00<br />,6.1,,-,71.0,,1025.7,11.1,5:51 AM,,16.1,Variable,11.1,0
7,Overcast,2014-05-14 10:51:00<br />,6.7,,-,74.0,,1026.4,11.1,6:51 AM,,16.1,ENE,13.0,60
8,Overcast,2014-05-14 11:51:00<br />,7.2,,-,74.0,,1026.5,11.7,7:51 AM,,16.1,ENE,9.3,60
9,Overcast,2014-05-14 12:51:00<br />,7.8,,-,75.0,,1026.7,12.2,8:51 AM,,16.1,Variable,7.4,0
10,Overcast,2014-05-14 13:43:00<br />,7.8,,-,67.0,,1027.3,13.9,9:43 AM,,16.1,Variable,5.6,0
11,Overcast,2014-05-14 13:51:00<br />,8.3,,-,67.0,,1026.4,14.4,9:51 AM,,16.1,NE,5.6,50
12,Overcast,2014-05-14 14:00:00<br />,8.3,,-,67.0,,1027.0,14.4,10:00 AM,,16.1,NE,7.4,50
13,Overcast,2014-05-14 14:51:00<br />,8.9,,-,62.0,,1026.0,16.1,10:51 AM,,16.1,Variable,5.6,0
14,Overcast,2014-05-14 15:51:00<br />,9.4,,-,58.0,,1025.5,17.8,11:51 AM,,16.1,Variable,7.4,0
15,Partly Cloudy,2014-05-14 16:51:00<br />,10.6,,-,55.0,,1025.2,20.0,12:51 PM,,16.1,North,-9999.0,0
16,Clear,2014-05-14 17:51:00<br />,11.7,,-,55.0,,1024.4,21.1,1:51 PM,,16.1,North,-9999.0,0
17,Mostly Cloudy,2014-05-14 18:21:00<br />,12.2,,-,58.0,,1025.3,20.6,2:21 PM,,16.1,Variable,11.1,0
18,Overcast,2014-05-14 18:51:00<br />,11.7,,-,61.0,,1024.5,19.4,2:51 PM,,16.1,SSE,9.3,150
19,Overcast,2014-05-14 19:51:00<br />,11.7,,-,70.0,,1024.4,17.2,3:51 PM,,14.5,Variable,5.6,0
20,Overcast,2014-05-14 20:51:00<br />,12.2,,-,70.0,,1024.2,17.8,4:51 PM,,14.5,Variable,7.4,0
21,Overcast,2014-05-14 21:51:00<br />,12.2,,-,72.0,,1024.0,17.2,5:51 PM,,14.5,Calm,Calm,0
22,Overcast,2014-05-14 22:46:00<br />,13.0,,-,77.0,,1024.9,17.0,6:46 PM,,12.9,SSE,14.8,160
23,Overcast,2014-05-14 22:51:00<br />,12.8,,-,78.0,,1024.1,16.7,6:51 PM,,12.9,Variable,9.3,0
24,Haze,2014-05-14 23:49:00<br />,13.0,,-,82.0,,1024.9,16.0,7:49 PM,,8.0,Variable,7.4,0
25,Haze,2014-05-14 23:51:00<br />,13.3,,-,83.0,,1024.1,16.1,7:51 PM,,9.7,Variable,9.3,0
26,Haze,2014-05-15 00:51:00<br />,13.3,,-,83.0,,1024.6,16.1,8:51 PM,,9.7,ENE,9.3,70
27,Overcast,2014-05-15 01:51:00<br />,13.3,,-,90.0,,1024.6,15.0,9:51 PM,,6.4,East,7.4,80
28,Overcast,2014-05-15 02:31:00<br />,13.3,,-,90.0,,1025.3,15.0,10:31 PM,,6.4,East,11.1,80
29,Haze,2014-05-15 02:51:00<br />,12.8,,-,83.0,,1024.6,15.6,10:51 PM,,8.0,Calm,Calm,0
30,Overcast,2014-05-15 03:51:00<br />,12.8,,-,83.0,,1024.4,15.6,11:51 PM,,12.9,ENE,7.4,60
0,Overcast,2014-05-15 04:51:00<br />,13.3,,-,86.0,,1024.0,15.6,12:51 AM,,4.0,Variable,5.6,0
1,Overcast,2014-05-15 05:27:00<br />,13.3,,-,90.0,0.01,1024.3,15.0,1:27 AM,,6.4,ESE,5.6,110
2,Overcast,2014-05-15 05:45:00<br />,13.0,,-,88.0,0.01,1024.6,15.0,1:45 AM,,4.0,Variable,7.4,0
3,Overcast,2014-05-15 05:51:00<br />,13.3,,-,90.0,0.01,1023.6,15.0,1:51 AM,,3.2,East,7.4,90
4,Overcast,2014-05-15 06:04:00<br />,12.8,,-,90.0,,1024.3,14.4,2:04 AM,,6.4,ENE,5.6,60
5,Light Rain,2014-05-15 06:25:00<br />,13.3,Rain,-,93.0,0.01,1024.3,14.4,2:25 AM,,4.0,NE,5.6,50
6,Overcast,2014-05-15 06:38:00<br />,13.3,,-,93.0,0.01,1024.3,14.4,2:38 AM,,6.4,East,5.6,100
7,Overcast,2014-05-15 06:51:00<br />,13.3,,-,93.0,0.01,1023.3,14.4,2:51 AM,,6.4,ENE,5.6,60
8,Light Rain,2014-05-15 07:33:00<br />,13.3,Rain,-,90.0,0.02,1023.9,15.0,3:33 AM,,3.2,ENE,7.4,70
9,Light Rain,2014-05-15 07:41:00<br />,13.3,Rain,-,90.0,0.02,1023.6,15.0,3:41 AM,,3.2,Calm,Calm,0
10,Light Rain,2014-05-15 07:51:00<br />,13.3,Rain,-,90.0,0.03,1022.8,15.0,3:51 AM,,3.2,Calm,Calm,0
11,Overcast,2014-05-15 08:03:00<br />,13.3,,-,93.0,0.01,1023.2,14.4,4:03 AM,,6.4,SE,9.3,130
12,Overcast,2014-05-15 08:42:00<br />,13.9,,-,93.0,0.01,1023.2,15.0,4:42 AM,,4.0,East,5.6,80
13,Overcast,2014-05-15 08:51:00<br />,13.9,,-,93.0,0.01,1022.6,15.0,4:51 AM,,3.2,SE,7.4,130
